datetime,water_level_m,error
06/10/2002 20:58,215.677,0.035
07/10/2002 20:58,215.677,0.035
08/10/2002 20:58,215.677,0.035
09/10/2002 20:58,215.677,0.035
10/10/2002 20:58,215.677,0.035
11/10/2002 20:58,215.677,0.035
12/10/2002 20:58,215.677,0.035
13/10/2002 20:58,215.677,0.035
14/10/2002 20:58,215.677,0.035
15/10/2002 20:58,215.677,0.035
16/10/2002 20:58,215.677,0.035
17/10/2002 20:58,215.677,0.035
18/10/2002 20:58,215.677,0.035
19/10/2002 20:58,215.677,0.035
20/10/2002 20:58,215.677,0.035
21/10/2002 20:58,215.677,0.035
22/10/2002 20:58,215.677,0.035
23/10/2002 20:58,215.677,0.035
24/10/2002 20:58,215.677,0.035
25/10/2002 20:58,215.677,0.035
26/10/2002 20:58,215.677,0.035
27/10/2002 20:58,215.677,0.035
28/10/2002 20:58,215.677,0.035
29/10/2002 20:58,215.677,0.035
30/10/2002 20:58,215.677,0.035
31/10/2002 20:58,215.677,0.035
01/11/2002 20:58,215.677,0.035
02/11/2002 20:58,215.677,0.035
03/11/2002 20:58,215.677,0.035
04/11/2002 20:58,215.677,0.035
05/11/2002 20:58,215.677,0.035
06/11/2002 20:58,215.921,0
07/11/2002 20:58,215.921,0
08/11/2002 20:58,215.921,0
09/11/2002 20:58,215.921,0
10/11/2002 20:58,215.921,0
11/11/2002 20:58,215.921,0
12/11/2002 20:58,215.921,0
13/11/2002 20:58,215.921,0
14/11/2002 20:58,215.921,0
15/11/2002 20:58,215.921,0
16/11/2002 20:58,215.921,0
17/11/2002 20:58,215.921,0
18/11/2002 20:58,215.921,0
19/11/2002 20:58,215.921,0
20/11/2002 20:58,215.921,0
21/11/2002 20:58,215.921,0
22/11/2002 20:58,215.921,0
23/11/2002 20:58,215.921,0
24/11/2002 20:58,215.921,0
25/11/2002 20:58,215.921,0
26/11/2002 20:58,215.921,0
27/11/2002 20:58,215.921,0
28/11/2002 20:58,215.921,0
29/11/2002 20:58,215.921,0
30/11/2002 20:58,215.921,0
01/12/2002 20:58,215.921,0
02/12/2002 20:58,215.921,0
03/12/2002 20:58,215.921,0
04/12/2002 20:58,215.921,0
05/12/2002 20:58,215.921,0
06/12/2002 20:58,215.921,0
07/12/2002 20:58,215.921,0
08/12/2002 20:58,215.921,0
09/12/2002 20:58,215.921,0
10/12/2002 20:58,215.921,0
11/12/2002 20:58,215.431,0.008
12/12/2002 20:58,215.431,0.008
13/12/2002 20:58,215.431,0.008
14/12/2002 20:58,215.431,0.008
15/12/2002 20:58,215.431,0.008
16/12/2002 20:58,215.431,0.008
17/12/2002 20:58,215.431,0.008
18/12/2002 20:58,215.431,0.008
19/12/2002 20:58,215.431,0.008
20/12/2002 20:58,215.431,0.008
21/12/2002 20:58,215.431,0.008
22/12/2002 20:58,215.431,0.008
23/12/2002 20:58,215.431,0.008
24/12/2002 20:58,215.431,0.008
25/12/2002 20:58,215.431,0.008
26/12/2002 20:58,215.431,0.008
27/12/2002 20:58,215.431,0.008
28/12/2002 20:58,215.431,0.008
29/12/2002 20:58,215.431,0.008
30/12/2002 20:58,215.431,0.008
31/12/2002 20:58,215.431,0.008
01/01/2003 20:58,215.431,0.008
02/01/2003 20:58,215.431,0.008
03/01/2003 20:58,215.431,0.008
04/01/2003 20:58,215.431,0.008
05/01/2003 20:58,215.431,0.008
06/01/2003 20:58,215.431,0.008
07/01/2003 20:58,215.431,0.008
08/01/2003 20:58,215.431,0.008
09/01/2003 20:58,215.431,0.008
10/01/2003 20:58,215.431,0.008
11/01/2003 20:58,215.431,0.008
12/01/2003 20:58,215.431,0.008
13/01/2003 20:58,215.431,0.008
14/01/2003 20:58,215.431,0.008
15/01/2003 20:58,214.722,0.013
16/01/2003 20:58,214.722,0.013
17/01/2003 20:58,214.722,0.013
18/01/2003 20:58,214.722,0.013
19/01/2003 20:58,214.722,0.013
20/01/2003 20:58,214.722,0.013
21/01/2003 20:58,214.722,0.013
22/01/2003 20:58,214.722,0.013
23/01/2003 20:58,214.722,0.013
24/01/2003 20:58,214.722,0.013
25/01/2003 20:58,214.722,0.013
26/01/2003 20:58,214.722,0.013
27/01/2003 20:58,214.722,0.013
28/01/2003 20:58,214.722,0.013
29/01/2003 20:58,214.722,0.013
30/01/2003 20:58,214.722,0.013
31/01/2003 20:58,214.722,0.013
01/02/2003 20:58,214.722,0.013
02/02/2003 20:58,214.722,0.013
03/02/2003 20:58,214.722,0.013
04/02/2003 20:58,214.722,0.013
05/02/2003 20:58,214.722,0.013
06/02/2003 20:58,214.722,0.013
07/02/2003 20:58,214.722,0.013
08/02/2003 20:58,214.722,0.013
09/02/2003 20:58,214.722,0.013
10/02/2003 20:58,214.722,0.013
11/02/2003 20:58,214.722,0.013
12/02/2003 20:58,214.722,0.013
13/02/2003 20:58,214.722,0.013
14/02/2003 20:58,214.722,0.013
15/02/2003 20:58,214.722,0.013
16/02/2003 20:58,214.722,0.013
17/02/2003 20:58,214.722,0.013
18/02/2003 20:58,214.722,0.013
19/02/2003 20:58,213.584,0.055
20/02/2003 20:58,213.584,0.055
21/02/2003 20:58,213.584,0.055
22/02/2003 20:58,213.584,0.055
23/02/2003 20:58,213.584,0.055
24/02/2003 20:58,213.584,0.055
25/02/2003 20:58,213.584,0.055
26/02/2003 20:58,213.584,0.055
27/02/2003 20:58,213.584,0.055
28/02/2003 20:58,213.584,0.055
01/03/2003 20:58,213.584,0.055
02/03/2003 20:58,213.584,0.055
03/03/2003 20:58,213.584,0.055
04/03/2003 20:58,213.584,0.055
05/03/2003 20:58,213.584,0.055
06/03/2003 20:58,213.584,0.055
07/03/2003 20:58,213.584,0.055
08/03/2003 20:58,213.584,0.055
09/03/2003 20:58,213.584,0.055
10/03/2003 20:58,213.584,0.055
11/03/2003 20:58,213.584,0.055
12/03/2003 20:58,213.584,0.055
13/03/2003 20:58,213.584,0.055
14/03/2003 20:58,213.584,0.055
15/03/2003 20:58,213.584,0.055
16/03/2003 20:58,213.584,0.055
17/03/2003 20:58,213.584,0.055
18/03/2003 20:58,213.584,0.055
19/03/2003 20:58,213.584,0.055
20/03/2003 20:58,213.584,0.055
21/03/2003 20:58,213.584,0.055
22/03/2003 20:58,213.584,0.055
23/03/2003 20:58,213.584,0.055
24/03/2003 20:58,213.584,0.055
25/03/2003 20:58,213.584,0.055
26/03/2003 20:58,213.584,0.055
27/03/2003 20:58,213.584,0.055
28/03/2003 20:58,213.584,0.055
29/03/2003 20:58,213.584,0.055
30/03/2003 20:58,213.584,0.055
31/03/2003 20:58,213.584,0.055
01/04/2003 20:58,213.584,0.055
02/04/2003 20:58,213.584,0.055
03/04/2003 20:58,213.584,0.055
04/04/2003 20:58,213.584,0.055
05/04/2003 20:58,213.584,0.055
06/04/2003 20:58,213.584,0.055
07/04/2003 20:58,213.584,0.055
08/04/2003 20:58,213.584,0.055
09/04/2003 20:58,213.584,0.055
10/04/2003 20:58,213.584,0.055
11/04/2003 20:58,213.584,0.055
12/04/2003 20:58,213.584,0.055
13/04/2003 20:58,213.584,0.055
14/04/2003 20:58,213.584,0.055
15/04/2003 20:58,213.584,0.055
16/04/2003 20:58,213.584,0.055
17/04/2003 20:58,213.584,0.055
18/04/2003 20:58,213.584,0.055
19/04/2003 20:58,213.584,0.055
20/04/2003 20:58,213.584,0.055
21/04/2003 20:58,213.584,0.055
22/04/2003 20:58,213.584,0.055
23/04/2003 20:58,213.584,0.055
24/04/2003 20:58,213.584,0.055
25/04/2003 20:58,213.584,0.055
26/04/2003 20:58,213.584,0.055
27/04/2003 20:58,213.584,0.055
28/04/2003 20:58,213.584,0.055
29/04/2003 20:58,213.584,0.055
30/04/2003 20:58,212.394,0.041
01/05/2003 20:58,212.394,0.041
02/05/2003 20:58,212.394,0.041
03/05/2003 20:58,212.394,0.041
04/05/2003 20:58,212.394,0.041
05/05/2003 20:58,212.394,0.041
06/05/2003 20:58,212.394,0.041
07/05/2003 20:58,212.394,0.041
08/05/2003 20:58,212.394,0.041
09/05/2003 20:58,212.394,0.041
10/05/2003 20:58,212.394,0.041
11/05/2003 20:58,212.394,0.041
12/05/2003 20:58,212.394,0.041
13/05/2003 20:58,212.394,0.041
14/05/2003 20:58,212.394,0.041
15/05/2003 20:58,212.394,0.041
16/05/2003 20:58,212.394,0.041
17/05/2003 20:58,212.394,0.041
18/05/2003 20:58,212.394,0.041
19/05/2003 20:58,212.394,0.041
20/05/2003 20:58,212.394,0.041
21/05/2003 20:58,212.394,0.041
22/05/2003 20:58,212.394,0.041
23/05/2003 20:58,212.394,0.041
24/05/2003 20:58,212.394,0.041
25/05/2003 20:58,212.394,0.041
26/05/2003 20:58,212.394,0.041
27/05/2003 20:58,212.394,0.041
28/05/2003 20:58,212.394,0.041
29/05/2003 20:58,212.394,0.041
30/05/2003 20:58,212.394,0.041
31/05/2003 20:58,212.394,0.041
01/06/2003 20:58,212.394,0.041
02/06/2003 20:58,212.394,0.041
03/06/2003 20:58,212.394,0.041
04/06/2003 20:58,211.575,0.001
05/06/2003 20:58,211.575,0.001
06/06/2003 20:58,211.575,0.001
07/06/2003 20:58,211.575,0.001
08/06/2003 20:58,211.575,0.001
09/06/2003 20:58,211.575,0.001
10/06/2003 20:58,211.575,0.001
11/06/2003 20:58,211.575,0.001
12/06/2003 20:58,211.575,0.001
13/06/2003 20:58,211.575,0.001
14/06/2003 20:58,211.575,0.001
15/06/2003 20:58,211.575,0.001
16/06/2003 20:58,211.575,0.001
17/06/2003 20:58,211.575,0.001
18/06/2003 20:58,211.575,0.001
19/06/2003 20:58,211.575,0.001
20/06/2003 20:58,211.575,0.001
21/06/2003 20:58,211.575,0.001
22/06/2003 20:58,211.575,0.001
23/06/2003 20:58,211.575,0.001
24/06/2003 20:58,211.575,0.001
25/06/2003 20:58,211.575,0.001
26/06/2003 20:58,211.575,0.001
27/06/2003 20:58,211.575,0.001
28/06/2003 20:58,211.575,0.001
29/06/2003 20:58,211.575,0.001
30/06/2003 20:58,211.575,0.001
01/07/2003 20:58,211.575,0.001
02/07/2003 20:58,211.575,0.001
03/07/2003 20:58,211.575,0.001
04/07/2003 20:58,211.575,0.001
05/07/2003 20:58,211.575,0.001
06/07/2003 20:58,211.575,0.001
07/07/2003 20:58,211.575,0.001
08/07/2003 20:58,211.575,0.001
09/07/2003 20:58,211.575,0.001
10/07/2003 20:58,212.046,0.003
11/07/2003 20:58,212.046,0.003
12/07/2003 20:58,212.046,0.003
13/07/2003 20:58,212.046,0.003
14/07/2003 20:58,212.046,0.003
15/07/2003 20:58,212.046,0.003
16/07/2003 20:58,212.046,0.003
17/07/2003 20:58,212.046,0.003
18/07/2003 20:58,212.046,0.003
19/07/2003 20:58,212.046,0.003
20/07/2003 20:58,212.046,0.003
21/07/2003 20:58,212.046,0.003
22/07/2003 20:58,212.046,0.003
23/07/2003 20:58,212.046,0.003
24/07/2003 20:58,212.046,0.003
25/07/2003 20:58,212.046,0.003
26/07/2003 20:58,212.046,0.003
27/07/2003 20:58,212.046,0.003
28/07/2003 20:58,212.046,0.003
29/07/2003 20:58,212.046,0.003
30/07/2003 20:58,212.046,0.003
31/07/2003 20:58,212.046,0.003
01/08/2003 20:58,212.046,0.003
02/08/2003 20:58,212.046,0.003
03/08/2003 20:58,212.046,0.003
04/08/2003 20:58,212.046,0.003
05/08/2003 20:58,212.046,0.003
06/08/2003 20:58,212.046,0.003
07/08/2003 20:58,212.046,0.003
08/08/2003 20:58,212.046,0.003
09/08/2003 20:58,212.046,0.003
10/08/2003 20:58,212.046,0.003
11/08/2003 20:58,212.046,0.003
12/08/2003 20:58,212.046,0.003
13/08/2003 20:58,212.046,0.003
14/08/2003 20:58,213.083,0.005
15/08/2003 20:58,213.083,0.005
16/08/2003 20:58,213.083,0.005
17/08/2003 20:58,213.083,0.005
18/08/2003 20:58,213.083,0.005
19/08/2003 20:58,213.083,0.005
20/08/2003 20:58,213.083,0.005
21/08/2003 20:58,213.083,0.005
22/08/2003 20:58,213.083,0.005
23/08/2003 20:58,213.083,0.005
24/08/2003 20:58,213.083,0.005
25/08/2003 20:58,213.083,0.005
26/08/2003 20:58,213.083,0.005
27/08/2003 20:58,213.083,0.005
28/08/2003 20:58,213.083,0.005
29/08/2003 20:58,213.083,0.005
30/08/2003 20:58,213.083,0.005
31/08/2003 20:58,213.083,0.005
01/09/2003 20:58,213.083,0.005
02/09/2003 20:58,213.083,0.005
03/09/2003 20:58,213.083,0.005
04/09/2003 20:58,213.083,0.005
05/09/2003 20:58,213.083,0.005
06/09/2003 20:58,213.083,0.005
07/09/2003 20:58,213.083,0.005
08/09/2003 20:58,213.083,0.005
09/09/2003 20:58,213.083,0.005
10/09/2003 20:58,213.083,0.005
11/09/2003 20:58,213.083,0.005
12/09/2003 20:58,213.083,0.005
13/09/2003 20:58,213.083,0.005
14/09/2003 20:58,213.083,0.005
15/09/2003 20:58,213.083,0.005
16/09/2003 20:58,213.083,0.005
17/09/2003 20:58,213.083,0.005
18/09/2003 20:58,215.052,0.01
19/09/2003 20:58,215.052,0.01
20/09/2003 20:58,215.052,0.01
21/09/2003 20:58,215.052,0.01
22/09/2003 20:58,215.052,0.01
23/09/2003 20:58,215.052,0.01
24/09/2003 20:58,215.052,0.01
25/09/2003 20:58,215.052,0.01
26/09/2003 20:58,215.052,0.01
27/09/2003 20:58,215.052,0.01
28/09/2003 20:58,215.052,0.01
29/09/2003 20:58,215.052,0.01
30/09/2003 20:58,215.052,0.01
01/10/2003 20:58,215.052,0.01
02/10/2003 20:58,215.052,0.01
03/10/2003 20:58,215.052,0.01
04/10/2003 20:58,215.052,0.01
05/10/2003 20:58,215.052,0.01
06/10/2003 20:58,215.052,0.01
07/10/2003 20:58,215.052,0.01
08/10/2003 20:58,215.052,0.01
09/10/2003 20:58,215.052,0.01
10/10/2003 20:58,215.052,0.01
11/10/2003 20:58,215.052,0.01
12/10/2003 20:58,215.052,0.01
13/10/2003 20:58,215.052,0.01
14/10/2003 20:58,215.052,0.01
15/10/2003 20:58,215.052,0.01
16/10/2003 20:58,215.052,0.01
17/10/2003 20:58,215.052,0.01
18/10/2003 20:58,215.052,0.01
19/10/2003 20:58,215.052,0.01
20/10/2003 20:58,215.052,0.01
21/10/2003 20:58,215.052,0.01
22/10/2003 20:58,215.052,0.01
23/10/2003 20:58,216.084,0.01
24/10/2003 20:58,216.084,0.01
25/10/2003 20:58,216.084,0.01
26/10/2003 20:58,216.084,0.01
27/10/2003 20:58,216.084,0.01
28/10/2003 20:58,216.084,0.01
29/10/2003 20:58,216.084,0.01
30/10/2003 20:58,216.084,0.01
31/10/2003 20:58,216.084,0.01
01/11/2003 20:58,216.084,0.01
02/11/2003 20:58,216.084,0.01
03/11/2003 20:58,216.084,0.01
04/11/2003 20:58,216.084,0.01
05/11/2003 20:58,216.084,0.01
06/11/2003 20:58,216.084,0.01
07/11/2003 20:58,216.084,0.01
08/11/2003 20:58,216.084,0.01
09/11/2003 20:58,216.084,0.01
10/11/2003 20:58,216.084,0.01
11/11/2003 20:58,216.084,0.01
12/11/2003 20:58,216.084,0.01
13/11/2003 20:58,216.084,0.01
14/11/2003 20:58,216.084,0.01
15/11/2003 20:58,216.084,0.01
16/11/2003 20:58,216.084,0.01
17/11/2003 20:58,216.084,0.01
18/11/2003 20:58,216.084,0.01
19/11/2003 20:58,216.084,0.01
20/11/2003 20:58,216.084,0.01
21/11/2003 20:58,216.084,0.01
22/11/2003 20:58,216.084,0.01
23/11/2003 20:58,216.084,0.01
24/11/2003 20:58,216.084,0.01
25/11/2003 20:58,216.084,0.01
26/11/2003 20:58,216.084,0.01
27/11/2003 20:58,215.881,0.01
28/11/2003 20:58,215.881,0.01
29/11/2003 20:58,215.881,0.01
30/11/2003 20:58,215.881,0.01
01/12/2003 20:58,215.881,0.01
02/12/2003 20:58,215.881,0.01
03/12/2003 20:58,215.881,0.01
04/12/2003 20:58,215.881,0.01
05/12/2003 20:58,215.881,0.01
06/12/2003 20:58,215.881,0.01
07/12/2003 20:58,215.881,0.01
08/12/2003 20:58,215.881,0.01
09/12/2003 20:58,215.881,0.01
10/12/2003 20:58,215.881,0.01
11/12/2003 20:58,215.881,0.01
12/12/2003 20:58,215.881,0.01
13/12/2003 20:58,215.881,0.01
14/12/2003 20:58,215.881,0.01
15/12/2003 20:58,215.881,0.01
16/12/2003 20:58,215.881,0.01
17/12/2003 20:58,215.881,0.01
18/12/2003 20:58,215.881,0.01
19/12/2003 20:58,215.881,0.01
20/12/2003 20:58,215.881,0.01
21/12/2003 20:58,215.881,0.01
22/12/2003 20:58,215.881,0.01
23/12/2003 20:58,215.881,0.01
24/12/2003 20:58,215.881,0.01
25/12/2003 20:58,215.881,0.01
26/12/2003 20:58,215.881,0.01
27/12/2003 20:58,215.881,0.01
28/12/2003 20:58,215.881,0.01
29/12/2003 20:58,215.881,0.01
30/12/2003 20:58,215.881,0.01
31/12/2003 20:58,215.881,0.01
01/01/2004 20:58,215.243,0.022
02/01/2004 20:58,215.243,0.022
03/01/2004 20:58,215.243,0.022
04/01/2004 20:58,215.243,0.022
05/01/2004 20:58,215.243,0.022
06/01/2004 20:58,215.243,0.022
07/01/2004 20:58,215.243,0.022
08/01/2004 20:58,215.243,0.022
09/01/2004 20:58,215.243,0.022
10/01/2004 20:58,215.243,0.022
11/01/2004 20:58,215.243,0.022
12/01/2004 20:58,215.243,0.022
13/01/2004 20:58,215.243,0.022
14/01/2004 20:58,215.243,0.022
15/01/2004 20:58,215.243,0.022
16/01/2004 20:58,215.243,0.022
17/01/2004 20:58,215.243,0.022
18/01/2004 20:58,215.243,0.022
19/01/2004 20:58,215.243,0.022
20/01/2004 20:58,215.243,0.022
21/01/2004 20:58,215.243,0.022
22/01/2004 20:58,215.243,0.022
23/01/2004 20:58,215.243,0.022
24/01/2004 20:58,215.243,0.022
25/01/2004 20:58,215.243,0.022
26/01/2004 20:58,215.243,0.022
27/01/2004 20:58,215.243,0.022
28/01/2004 20:58,215.243,0.022
29/01/2004 20:58,215.243,0.022
30/01/2004 20:58,215.243,0.022
31/01/2004 20:58,215.243,0.022
01/02/2004 20:58,215.243,0.022
02/02/2004 20:58,215.243,0.022
03/02/2004 20:58,215.243,0.022
04/02/2004 20:58,215.243,0.022
05/02/2004 20:58,214.532,0.004
06/02/2004 20:58,214.532,0.004
07/02/2004 20:58,214.532,0.004
08/02/2004 20:58,214.532,0.004
09/02/2004 20:58,214.532,0.004
10/02/2004 20:58,214.532,0.004
11/02/2004 20:58,214.532,0.004
12/02/2004 20:58,214.532,0.004
13/02/2004 20:58,214.532,0.004
14/02/2004 20:58,214.532,0.004
15/02/2004 20:58,214.532,0.004
16/02/2004 20:58,214.532,0.004
17/02/2004 20:58,214.532,0.004
18/02/2004 20:58,214.532,0.004
19/02/2004 20:58,214.532,0.004
20/02/2004 20:58,214.532,0.004
21/02/2004 20:58,214.532,0.004
22/02/2004 20:58,214.532,0.004
23/02/2004 20:58,214.532,0.004
24/02/2004 20:58,214.532,0.004
25/02/2004 20:58,214.532,0.004
26/02/2004 20:58,214.532,0.004
27/02/2004 20:58,214.532,0.004
28/02/2004 20:58,214.532,0.004
29/02/2004 20:58,214.532,0.004
01/03/2004 20:58,214.532,0.004
02/03/2004 20:58,214.532,0.004
03/03/2004 20:58,214.532,0.004
04/03/2004 20:58,214.532,0.004
05/03/2004 20:58,214.532,0.004
06/03/2004 20:58,214.532,0.004
07/03/2004 20:58,214.532,0.004
08/03/2004 20:58,214.532,0.004
09/03/2004 20:58,214.532,0.004
10/03/2004 20:58,214.532,0.004
11/03/2004 20:58,213.822,0.001
12/03/2004 20:58,213.822,0.001
13/03/2004 20:58,213.822,0.001
14/03/2004 20:58,213.822,0.001
15/03/2004 20:58,213.822,0.001
16/03/2004 20:58,213.822,0.001
17/03/2004 20:58,213.822,0.001
18/03/2004 20:58,213.822,0.001
19/03/2004 20:58,213.822,0.001
20/03/2004 20:58,213.822,0.001
21/03/2004 20:58,213.822,0.001
22/03/2004 20:58,213.822,0.001
23/03/2004 20:58,213.822,0.001
24/03/2004 20:58,213.822,0.001
25/03/2004 20:58,213.822,0.001
26/03/2004 20:58,213.822,0.001
27/03/2004 20:58,213.822,0.001
28/03/2004 20:58,213.822,0.001
29/03/2004 20:58,213.822,0.001
30/03/2004 20:58,213.822,0.001
31/03/2004 20:58,213.822,0.001
01/04/2004 20:58,213.822,0.001
02/04/2004 20:58,213.822,0.001
03/04/2004 20:58,213.822,0.001
04/04/2004 20:58,213.822,0.001
05/04/2004 20:58,213.822,0.001
06/04/2004 20:58,213.822,0.001
07/04/2004 20:58,213.822,0.001
08/04/2004 20:58,213.822,0.001
09/04/2004 20:58,213.822,0.001
10/04/2004 20:58,213.822,0.001
11/04/2004 20:58,213.822,0.001
12/04/2004 20:58,213.822,0.001
13/04/2004 20:58,213.822,0.001
14/04/2004 20:58,213.822,0.001
15/04/2004 20:58,213.159,0.07
16/04/2004 20:58,213.159,0.07
17/04/2004 20:58,213.159,0.07
18/04/2004 20:58,213.159,0.07
19/04/2004 20:58,213.159,0.07
20/04/2004 20:58,213.159,0.07
21/04/2004 20:58,213.159,0.07
22/04/2004 20:58,213.159,0.07
23/04/2004 20:58,213.159,0.07
24/04/2004 20:58,213.159,0.07
25/04/2004 20:58,213.159,0.07
26/04/2004 20:58,213.159,0.07
27/04/2004 20:58,213.159,0.07
28/04/2004 20:58,213.159,0.07
29/04/2004 20:58,213.159,0.07
30/04/2004 20:58,213.159,0.07
01/05/2004 20:58,213.159,0.07
02/05/2004 20:58,213.159,0.07
03/05/2004 20:58,213.159,0.07
04/05/2004 20:58,213.159,0.07
05/05/2004 20:58,213.159,0.07
06/05/2004 20:58,213.159,0.07
07/05/2004 20:58,213.159,0.07
08/05/2004 20:58,213.159,0.07
09/05/2004 20:58,213.159,0.07
10/05/2004 20:58,213.159,0.07
11/05/2004 20:58,213.159,0.07
12/05/2004 20:58,213.159,0.07
13/05/2004 20:58,213.159,0.07
14/05/2004 20:58,213.159,0.07
15/05/2004 20:58,213.159,0.07
16/05/2004 20:58,213.159,0.07
17/05/2004 20:58,213.159,0.07
18/05/2004 20:58,213.159,0.07
19/05/2004 20:58,213.159,0.07
20/05/2004 20:58,212.519,0.002
21/05/2004 20:58,212.519,0.002
22/05/2004 20:58,212.519,0.002
23/05/2004 20:58,212.519,0.002
24/05/2004 20:58,212.519,0.002
25/05/2004 20:58,212.519,0.002
26/05/2004 20:58,212.519,0.002
27/05/2004 20:58,212.519,0.002
28/05/2004 20:58,212.519,0.002
29/05/2004 20:58,212.519,0.002
30/05/2004 20:58,212.519,0.002
31/05/2004 20:58,212.519,0.002
01/06/2004 20:58,212.519,0.002
02/06/2004 20:58,212.519,0.002
03/06/2004 20:58,212.519,0.002
04/06/2004 20:58,212.519,0.002
05/06/2004 20:58,212.519,0.002
06/06/2004 20:58,212.519,0.002
07/06/2004 20:58,212.519,0.002
08/06/2004 20:58,212.519,0.002
09/06/2004 20:58,212.519,0.002
10/06/2004 20:58,212.519,0.002
11/06/2004 20:58,212.519,0.002
12/06/2004 20:58,212.519,0.002
13/06/2004 20:58,212.519,0.002
14/06/2004 20:58,212.519,0.002
15/06/2004 20:58,212.519,0.002
16/06/2004 20:58,212.519,0.002
17/06/2004 20:58,212.519,0.002
18/06/2004 20:58,212.519,0.002
19/06/2004 20:58,212.519,0.002
20/06/2004 20:58,212.519,0.002
21/06/2004 20:58,212.519,0.002
22/06/2004 20:58,212.519,0.002
23/06/2004 20:58,212.519,0.002
24/06/2004 20:58,211.771,0.015
25/06/2004 20:58,211.771,0.015
26/06/2004 20:58,211.771,0.015
27/06/2004 20:58,211.771,0.015
28/06/2004 20:58,211.771,0.015
29/06/2004 20:58,211.771,0.015
30/06/2004 20:58,211.771,0.015
01/07/2004 20:58,211.771,0.015
02/07/2004 20:58,211.771,0.015
03/07/2004 20:58,211.771,0.015
04/07/2004 20:58,211.771,0.015
05/07/2004 20:58,211.771,0.015
06/07/2004 20:58,211.771,0.015
07/07/2004 20:58,211.771,0.015
08/07/2004 20:58,211.771,0.015
09/07/2004 20:58,211.771,0.015
10/07/2004 20:58,211.771,0.015
11/07/2004 20:58,211.771,0.015
12/07/2004 20:58,211.771,0.015
13/07/2004 20:58,211.771,0.015
14/07/2004 20:58,211.771,0.015
15/07/2004 20:58,211.771,0.015
16/07/2004 20:58,211.771,0.015
17/07/2004 20:58,211.771,0.015
18/07/2004 20:58,211.771,0.015
19/07/2004 20:58,211.771,0.015
20/07/2004 20:58,211.771,0.015
21/07/2004 20:58,211.771,0.015
22/07/2004 20:58,211.771,0.015
23/07/2004 20:58,211.771,0.015
24/07/2004 20:58,211.771,0.015
25/07/2004 20:58,211.771,0.015
26/07/2004 20:58,211.771,0.015
27/07/2004 20:58,211.771,0.015
28/07/2004 20:58,211.771,0.015
29/07/2004 20:58,211.925,0.021
30/07/2004 20:58,211.925,0.021
31/07/2004 20:58,211.925,0.021
